"precinct_name","precinct_code","state","county_name","city","cd","sd","hd","comm_dist_code","mcomm_dist_code"
"Precinct 2400101-000","2400101-000","MD","Allegany","Flintstone","006","001","01C","",""
"Precinct 2400101-000","2400101-000","MD","Allegany","Hancock","006","001","01C","",""
"Precinct 2400101-000","2400101-000","MD","Allegany","Little Orleans","006","001","01C","",""
"Precinct 2400101-000","2400101-000","MD","Allegany","Oldtown","006","001","01C","",""
"Precinct 2400102-000","2400102-000","MD","Allegany","Oldtown","006","001","01C","",""
"Precinct 2400103-000","2400103-000","MD","Allegany","Flintstone","006","001","01C","",""
"Precinct 2400103-000","2400103-000","MD","Allegany","Oldtown","006","001","01C","",""
"Precinct 2400104-002","2400104-002","MD","Allegany","Cumberland","006","001","01C","",""
"Precinct 2400104-003","2400104-003","MD","Allegany","Cumberland","006","001","01C","",""
"Precinct 2400104-004","2400104-004","MD","Allegany","Cumberland","006","001","01C","",""
"Precinct 2400104-005","2400104-005","MD","Allegany","Cumberland","006","001","01C","",""
"Precinct 2400104-008","2400104-008","MD","Allegany","Cumberland","006","001","01C","",""
"Precinct 2400105-004","2400105-004","MD","Allegany","Cumberland","006","001","01C","",""
"Precinct 2400105-006","2400105-006","MD","Allegany","Cumberland","006","001","01B","",""
"Precinct 2400106-001","2400106-001","MD","Allegany","Cumberland","006","001","01C","",""
"Precinct 2400106-003","2400106-003","MD","Allegany","Cumberland","006","001","01C","",""
"Precinct 2400106-005","2400106-005","MD","Allegany","Cumberland","006","001","01C","",""
"Precinct 2400106-006","2400106-006","MD","Allegany","Cumberland","006","001","01B","",""
"Precinct 2400107-001","2400107-001","MD","Allegany","Cresaptown","006","001","01B","",""
"Precinct 2400107-001","2400107-001","MD","Allegany","Cumberland","006","001","01B","",""
"Precinct 2400107-002","2400107-002","MD","Allegany","Cresaptown","006","001","01B","",""
"Precinct 2400107-002","2400107-002","MD","Allegany","Cumberland","006","001","01B","",""
"Precinct 2400107-002","2400107-002","MD","Allegany","Rawlings","006","001","01B","",""
"Precinct 2400108-000","2400108-000","MD","Allegany","Luke","006","001","01A","",""
"Precinct 2400108-000","2400108-000","MD","Allegany","Rawlings","006","001","01A","",""
"Precinct 2400108-000","2400108-000","MD","Allegany","Westernport","006","001","01A","",""
"Precinct 2400109-000","2400109-000","MD","Allegany","Barton","006","001","01A","",""
"Precinct 2400109-000","2400109-000","MD","Allegany","Lonaconing","006","001","01A","",""
"Precinct 2400109-000","2400109-000","MD","Allegany","Westernport","006","001","01A","",""
"Precinct 2400110-000","2400110-000","MD","Allegany","Frostburg","006","001","01A","",""
"Precinct 2400110-000","2400110-000","MD","Allegany","Lonaconing","006","001","01A","",""
"Precinct 2400111-000","2400111-000","MD","Allegany","Frostburg","006","001","01B","",""
"Precinct 2400112-000","2400112-000","MD","Allegany","Frostburg","006","001","01B","",""
"Precinct 2400113-000","2400113-000","MD","Allegany","Frostburg","006","001","01B","",""
"Precinct 2400113-000","2400113-000","MD","Allegany","Mount Savage","006","001","01B","",""
"Precinct 2400114-000","2400114-000","MD","Allegany","Cumberland","006","001","01C","",""
"Precinct 2400116-000","2400116-000","MD","Allegany","Cumberland","006","001","01C","",""
"Precinct 2400116-000","2400116-000","MD","Allegany","Flintstone","006","001","01C","",""
"Precinct 2400116-000","2400116-000","MD","Allegany","Oldtown","006","001","01C","",""
"Precinct 2400118-000","2400118-000","MD","Allegany","Frostburg","006","001","01A","",""
"Precinct 2400118-000","2400118-000","MD","Allegany","Lonaconing","006","001","01A","",""
"Precinct 2400118-000","2400118-000","MD","Allegany","Midland","006","001","01A","",""
"Precinct 2400118-000","2400118-000","MD","Allegany","Midlothian","006","001","01A","",""
"Precinct 2400120-000","2400120-000","MD","Allegany","Corriganville","006","001","01B","",""
"Precinct 2400120-000","2400120-000","MD","Allegany","Cumberland","006","001","01B","",""
"Precinct 2400120-000","2400120-000","MD","Allegany","Ellerslie","006","001","01B","",""
"Precinct 2400120-000","2400120-000","MD","Allegany","Mount Savage","006","001","01B","",""
"Precinct 2400121-000","2400121-000","MD","Allegany","Cumberland","006","001","01B","",""
"Precinct 2400121-000","2400121-000","MD","Allegany","Flintstone","006","001","01B","",""
"Precinct 2400122-000","2400122-000","MD","Allegany","Cumberland","006","001","01C","",""
"Precinct 2400123-000","2400123-000","MD","Allegany","Cumberland","006","001","01B","",""
"Precinct 2400124-000","2400124-000","MD","Allegany","Frostburg","006","001","01B","",""
"Precinct 2400124-000","2400124-000","MD","Allegany","Lavale","006","001","01B","",""
"Precinct 2400126-000","2400126-000","MD","Allegany","Frostburg","006","001","01B","",""
"Precinct 2400129-001","2400129-001","MD","Allegany","Cumberland","006","001","01B","",""
"Precinct 2400129-001","2400129-001","MD","Allegany","Lavale","006","001","01B","",""
"Precinct 2400129-002","2400129-002","MD","Allegany","Cumberland","006","001","01B","",""
"Precinct 2400129-002","2400129-002","MD","Allegany","Lavale","006","001","01B","",""
"Precinct 2400129-003","2400129-003","MD","Allegany","Cresaptown","006","001","01B","",""
"Precinct 2400129-003","2400129-003","MD","Allegany","Cumberland","006","001","01B","",""
"Precinct 2400129-003","2400129-003","MD","Allegany","Lavale","006","001","01B","",""
"Precinct 2400131-000","2400131-000","MD","Allegany","Cumberland","006","001","01B","",""
"Precinct 2400131-000","2400131-000","MD","Allegany","Rawlings","006","001","01B","",""
"Precinct 2400134-000","2400134-000","MD","Allegany","Cumberland","006","001","01B","",""
"Precinct 2400301-001","2400301-001","MD","Anne Arundel","Baltimore","003","032","032","1","1"
"Precinct 2400301-001","2400301-001","MD","Anne Arundel","Glen Burnie","003","032","032","1",""
"Precinct 2400301-001","2400301-001","MD","Anne Arundel","Linthicum","003","032","032","1",""
"Precinct 2400301-002","2400301-002","MD","Anne Arundel","Linthicum","003","032","032","1",""
"Precinct 2400301-003","2400301-003","MD","Anne Arundel","Glen Burnie","002","032","032","1",""
"Precinct 2400301-004","2400301-004","MD","Anne Arundel","Baltimore","002","031","031","1","1"
"Precinct 2400301-004","2400301-004","MD","Anne Arundel","Linthicum","002","031","031","1",""
"Precinct 2400301-005","2400301-005","MD","Anne Arundel","Hanover","002","032","032","1",""
"Precinct 2400301-005","2400301-005","MD","Anne Arundel","Severn","002","032","032","1",""
"Precinct 2400301-006","2400301-006","MD","Anne Arundel","Hanover","002","032","032","1",""
"Precinct 2400301-006","2400301-006","MD","Anne Arundel","Harmans","002","032","032","1",""
"Precinct 2400301-006","2400301-006","MD","Anne Arundel","Jessup","002","032","032","1",""
"Precinct 2400301-007","2400301-007","MD","Anne Arundel","Linthicum","003","032","032","1",""
"Precinct 2400301-008","2400301-008","MD","Anne Arundel","Glen Burnie","003","032","032","1",""
"Precinct 2400301-009","2400301-009","MD","Anne Arundel","Glen Burnie","002","032","032","1",""
"Precinct 2400301-010","2400301-010","MD","Anne Arundel","Linthicum","003","032","032","1",""
"Precinct 2400301-011","2400301-011","MD","Anne Arundel","Linthicum","003","032","032","1",""
"Precinct 2400301-012","2400301-012","MD","Anne Arundel","Glen Burnie","002","031","031","1",""
"Precinct 2400301-013","2400301-013","MD","Anne Arundel","Baltimore","002","031","031","1","1"
"Precinct 2400301-014","2400301-014","MD","Anne Arundel","Glen Burnie","002","031","031","1",""
"Precinct 2400301-015","2400301-015","MD","Anne Arundel","Baltimore","002","031","031","1","1"
"Precinct 2400301-016","2400301-016","MD","Anne Arundel","Baltimore","002","031","031","1","1"
"Precinct 2400301-017","2400301-017","MD","Anne Arundel","Baltimore","002","031","031","1","1"
"Precinct 2400301-018","2400301-018","MD","Anne Arundel","Baltimore","002","031","031","1","1"
"Precinct 2400301-018","2400301-018","MD","Anne Arundel","Glen Burnie","002","031","031","1",""
"Precinct 2400301-019","2400301-019","MD","Anne Arundel","Severn","002","032","032","1",""
"Precinct 2400301-020","2400301-020","MD","Anne Arundel","Hanover","002","032","032","1",""
"Precinct 2400301-020","2400301-020","MD","Anne Arundel","Jessup","002","032","032","1",""
"Precinct 2400301-020","2400301-020","MD","Anne Arundel","Severn","002","032","032","1",""
"Precinct 2400301-021","2400301-021","MD","Anne Arundel","Severn","002","032","032","1",""
"Precinct 2400301-022","2400301-022","MD","Anne Arundel","Hanover","003","032","032","1",""
"Precinct 2400301-022","2400301-022","MD","Anne Arundel","Jessup","003","032","032","1",""
"Precinct 2400301-023","2400301-023","MD","Anne Arundel","Annapolis Jct","003","021","021","1",""
"Precinct 2400301-023","2400301-023","MD","Anne Arundel","Jessup","003","021","021","1",""
"Precinct 2400301-023","2400301-023","MD","Anne Arundel","Laurel","003","021","021","1",""
"Precinct 2400301-024","2400301-024","MD","Anne Arundel","Hanover","002","032","032","1",""
"Precinct 2400301-024","2400301-024","MD","Anne Arundel","Severn","002","032","032","1",""
"Precinct 2400302-001","2400302-001","MD","Anne Arundel","Hanover","003","032","032","2",""
"Precinct 2400302-001","2400302-001","MD","Anne Arundel","Harmans","003","032","032","2",""
"Precinct 2400302-001","2400302-001","MD","Anne Arundel","Severn","003","032","032","2",""
"Precinct 2400302-002","2400302-002","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-002","2400302-002","MD","Anne Arundel","Millersville","003","032","032","2",""
"Precinct 2400302-003","2400302-003","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-004","2400302-004","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-004","2400302-004","MD","Anne Arundel","Severn","003","032","032","2",""
"Precinct 2400302-005","2400302-005","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-006","2400302-006","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-007","2400302-007","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-007","2400302-007","MD","Anne Arundel","Severn","003","032","032","2",""
"Precinct 2400302-008","2400302-008","MD","Anne Arundel","Glen Burnie","003","031","031","2",""
"Precinct 2400302-009","2400302-009","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-009","2400302-009","MD","Anne Arundel","Severn","003","032","032","2",""
"Precinct 2400302-010","2400302-010","MD","Anne Arundel","Glen Burnie","003","031","031","2",""
"Precinct 2400302-011","2400302-011","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-012","2400302-012","MD","Anne Arundel","Glen Burnie","003","031","031","2",""
"Precinct 2400302-013","2400302-013","MD","Anne Arundel","Millersville","003","032","032","2",""
"Precinct 2400302-014","2400302-014","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-015","2400302-015","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-015","2400302-015","MD","Anne Arundel","Millersville","003","032","032","2",""
"Precinct 2400302-016","2400302-016","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-017","2400302-017","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-017","2400302-017","MD","Anne Arundel","Millersville","003","032","032","2",""
"Precinct 2400302-018","2400302-018","MD","Anne Arundel","Millersville","003","032","032","2",""
"Precinct 2400302-019","2400302-019","MD","Anne Arundel","Glen Burnie","002","031","031","2",""
"Precinct 2400302-020","2400302-020","MD","Anne Arundel","Glen Burnie","003","032","032","2",""
"Precinct 2400302-020","2400302-020","MD","Anne Arundel","Millersville","003","032","032","2",""
"Precinct 2400302-020","2400302-020","MD","Anne Arundel","Pasadena","003","032","032","2",""
"Precinct 2400302-021","2400302-021","MD","Anne Arundel","Millersville","001","032","032","2",""
"Precinct 2400302-021","2400302-021","MD","Anne Arundel","Severn","001","032","032","2",""
"Precinct 2400302-022","2400302-022","MD","Anne Arundel","Glen Burnie","003","031","031","2",""
"Precinct 2400302-022","2400302-022","MD","Anne Arundel","Hanover","003","031","031","2",""
"Precinct 2400302-023","2400302-023","MD","Anne Arundel","Odenton","003","032","032","2",""
"Precinct 2400302-023","2400302-023","MD","Anne Arundel","Severn","003","032","032","2",""
"Precinct 2400302-024","2400302-024","MD","Anne Arundel","Severn","003","032","032","2",""
"Precinct 2400303-001","2400303-001","MD","Anne Arundel","Pasadena","002","031","031","3",""
"Precinct 2400303-002","2400303-002","MD","Anne Arundel","Pasadena","002","031","031","3",""
"Precinct 2400303-003","2400303-003","MD","Anne Arundel","Pasadena","002","031","031","3",""
"Precinct 2400303-004","2400303-004","MD","Anne Arundel","Pasadena","002","031","031","3",""
"Precinct 2400303-005","2400303-005","MD","Anne Arundel","Millersville","003","031","031","3",""
"Precinct 2400303-005","2400303-005","MD","Anne Arundel","Pasadena","003","031","031","3",""
"Precinct 2400303-006","2400303-006","MD","Anne Arundel","Baltimore","002","031","031","3","3"
"Precinct 2400303-006","2400303-006","MD","Anne Arundel","Glen Burnie","002","031","031","3",""
"Precinct 2400303-006","2400303-006","MD","Anne Arundel","Pasadena","002","031","031","3",""
"Precinct 2400303-007","2400303-007","MD","Anne Arundel","Pasadena","002","031","031","3",""
"Precinct 2400303-008","2400303-008","MD","Anne Arundel","Glen Burnie","002","031","031","3",""
"Precinct 2400303-009","2400303-009","MD","Anne Arundel","Pasadena","003","031","031","3",""
"Precinct 2400303-009","2400303-009","MD","Anne Arundel","Severna Park","003","031","031","3",""
"Precinct 2400303-010","2400303-010","MD","Anne Arundel","Pasadena","001","031","031","3",""
"Precinct 2400303-011","2400303-011","MD","Anne Arundel","Pasadena","001","031","031","3",""
"Precinct 2400303-012","2400303-012","MD","Anne Arundel","Pasadena","001","031","031","3",""
"Precinct 2400303-013","2400303-013","MD","Anne Arundel","Pasadena","001","031","031","3",""
"Precinct 2400303-014","2400303-014","MD","Anne Arundel","Pasadena","002","031","031","3",""
"Precinct 2400303-015","2400303-015","MD","Anne Arundel","Gibson Island","001","031","031","3",""
"Precinct 2400303-015","2400303-015","MD","Anne Arundel","Pasadena","001","031","031","3",""
"Precinct 2400303-016","2400303-016","MD","Anne Arundel","Pasadena","002","031","031","3",""
"Precinct 2400303-017","2400303-017","MD","Anne Arundel","Pasadena","001","031","031","3",""
"Precinct 2400303-018","2400303-018","MD","Anne Arundel","Pasadena","001","031","031","3",""
"Precinct 2400303-019","2400303-019","MD","Anne Arundel","Pasadena","001","031","031","3",""
"Precinct 2400303-020","2400303-020","MD","Anne Arundel","Pasadena","002","031","031","3",""
"Precinct 2400303-021","2400303-021","MD","Anne Arundel","Pasadena","002","031","031","3",""
"Precinct 2400303-022","2400303-022","MD","Anne Arundel","Pasadena","003","031","031","3",""
"Precinct 2400303-023","2400303-023","MD","Anne Arundel","Pasadena","001","031","031","3",""
"Precinct 2400303-023","2400303-023","MD","Anne Arundel","Severna Park","001","031","031","3",""
"Precinct 2400303-024","2400303-024","MD","Anne Arundel","Baltimore","002","031","031","3","3"
"Precinct 2400303-025","2400303-025","MD","Anne Arundel","Glen Burnie","003","031","031","3",""
"Precinct 2400303-025","2400303-025","MD","Anne Arundel","Pasadena","003","031","031","3",""
"Precinct 2400304-001","2400304-001","MD","Anne Arundel","Laurel","003","021","021","4",""
"Precinct 2400304-002","2400304-002","MD","Anne Arundel","Gambrills","003","032","032","4",""
"Precinct 2400304-002","2400304-002","MD","Anne Arundel","Odenton","003","032","032","4",""
"Precinct 2400304-002","2400304-002","MD","Anne Arundel","Severn","003","032","032","4",""
"Precinct 2400304-003","2400304-003","MD","Anne Arundel","Gambrills","003","033","33A","4",""
"Precinct 2400304-003","2400304-003","MD","Anne Arundel","Odenton","003","033","33A","4",""
"Precinct 2400304-004","2400304-004","MD","Anne Arundel","Crownsville","001","033","33A","4",""
"Precinct 2400304-004","2400304-004","MD","Anne Arundel","Gambrills","001","033","33A","4",""
"Precinct 2400304-004","2400304-004","MD","Anne Arundel","Millersville","001","033","33A","4",""
"Precinct 2400304-005","2400304-005","MD","Anne Arundel","Odenton","003","021","021","4",""
"Precinct 2400304-006","2400304-006","MD","Anne Arundel","Laurel","003","021","021","4",""
"Precinct 2400304-007","2400304-007","MD","Anne Arundel","Fort Meade","002","032","032","4",""
"Precinct 2400304-007","2400304-007","MD","Anne Arundel","Odenton","002","032","032","4",""
"Precinct 2400304-008","2400304-008","MD","Anne Arundel","Gambrills","003","033","33A","4",""
"Precinct 2400304-009","2400304-009","MD","Anne Arundel","Laurel","003","021","021","4",""
"Precinct 2400304-010","2400304-010","MD","Anne Arundel","Crofton","003","033","33A","4",""
"Precinct 2400304-010","2400304-010","MD","Anne Arundel","Gambrills","003","033","33A","4",""
"Precinct 2400304-010","2400304-010","MD","Anne Arundel","Odenton","003","033","33A","4",""
"Precinct 2400304-011","2400304-011","MD","Anne Arundel","Odenton","003","032","032","4",""
"Precinct 2400304-012","2400304-012","MD","Anne Arundel","Odenton","003","032","032","4",""
"Precinct 2400304-013","2400304-013","MD","Anne Arundel","Gambrills","001","033","33A","4",""
"Precinct 2400304-013","2400304-013","MD","Anne Arundel","Millersville","001","033","33A","4",""
"Precinct 2400304-013","2400304-013","MD","Anne Arundel","Severn","001","033","33A","4",""
"Precinct 2400304-014","2400304-014","MD","Anne Arundel","Crownsville","001","033","33A","4",""
"Precinct 2400304-014","2400304-014","MD","Anne Arundel","Millersville","001","033","33A","4",""
"Precinct 2400304-015","2400304-015","MD","Anne Arundel","Crownsville","003","033","33A","4",""
"Precinct 2400304-016","2400304-016","MD","Anne Arundel","Odenton","003","021","021","4",""
"Precinct 2400304-017","2400304-017","MD","Anne Arundel","Laurel","003","021","021","4",""
"Precinct 2400304-018","2400304-018","MD","Anne Arundel","Severn","002","032","032","4",""
"Precinct 2400304-019","2400304-019","MD","Anne Arundel","Odenton","002","032","032","4",""
"Precinct 2400304-020","2400304-020","MD","Anne Arundel","Odenton","003","021","021","4",""
"Precinct 2400304-021","2400304-021","MD","Anne Arundel","Crofton","003","033","33A","4",""
"Precinct 2400304-021","2400304-021","MD","Anne Arundel","Crownsville","003","033","33A","4",""
"Precinct 2400304-021","2400304-021","MD","Anne Arundel","Gambrills","003","033","33A","4",""
"Precinct 2400304-022","2400304-022","MD","Anne Arundel","Crofton","003","033","33A","4",""
"Precinct 2400304-023","2400304-023","MD","Anne Arundel","Gambrills","003","033","33A","4",""
"Precinct 2400304-023","2400304-023","MD","Anne Arundel","Odenton","003","033","33A","4",""
"Precinct 2400304-024","2400304-024","MD","Anne Arundel","Odenton","002","032","032","4",""
"Precinct 2400304-024","2400304-024","MD","Anne Arundel","Severn","002","032","032","4",""
"Precinct 2400305-001","2400305-001","MD","Anne Arundel","Annapolis","001","030","030","5",""
"Precinct 2400305-002","2400305-002","MD","Anne Arundel","Annapolis","001","030","030","5",""
"Precinct 2400305-003","2400305-003","MD","Anne Arundel","Arnold","001","030","030","5",""
"Precinct 2400305-004","2400305-004","MD","Anne Arundel","Arnold","001","030","030","5",""
"Precinct 2400305-005","2400305-005","MD","Anne Arundel","Arnold","001","033","33A","5",""
"Precinct 2400305-005","2400305-005","MD","Anne Arundel","Severna Park","001","033","33A","5",""
"Precinct 2400305-006","2400305-006","MD","Anne Arundel","Severna Park","001","033","33A","5",""
"Precinct 2400305-007","2400305-007","MD","Anne Arundel","Millersville","001","033","33A","5",""
"Precinct 2400305-007","2400305-007","MD","Anne Arundel","Severna Park","001","033","33A","5",""
"Precinct 2400305-008","2400305-008","MD","Anne Arundel","Severna Park","001","033","33A","5",""
"Precinct 2400305-009","2400305-009","MD","Anne Arundel","Severna Park","001","033","33A","5",""
"Precinct 2400305-010","2400305-010","MD","Anne Arundel","Severna Park","001","031","031","5",""
"Precinct 2400305-011","2400305-011","MD","Anne Arundel","Arnold","001","030","030","5",""
"Precinct 2400305-012","2400305-012","MD","Anne Arundel","Severna Park","001","033","33A","5",""
"Precinct 2400305-013","2400305-013","MD","Anne Arundel","Arnold","001","030","030","5",""
"Precinct 2400305-014","2400305-014","MD","Anne Arundel","Severna Park","001","033","33A","5",""
"Precinct 2400305-015","2400305-015","MD","Anne Arundel","Millersville","001","033","33A","5",""
"Precinct 2400305-016","2400305-016","MD","Anne Arundel","Arnold","001","033","33A","5",""
"Precinct 2400305-016","2400305-016","MD","Anne Arundel","Severna Park","001","033","33A","5",""
"Precinct 2400305-017","2400305-017","MD","Anne Arundel","Annapolis","001","030","030","5",""
"Precinct 2400305-018","2400305-018","MD","Anne Arundel","Annapolis","001","030","030","5",""
"Precinct 2400305-018","2400305-018","MD","Anne Arundel","Arnold","001","030","030","5",""
"Precinct 2400305-019","2400305-019","MD","Anne Arundel","Millersville","001","033","33A","5",""
"Precinct 2400305-019","2400305-019","MD","Anne Arundel","Severna Park","001","033","33A","5",""
"Precinct 2400305-020","2400305-020","MD","Anne Arundel","Annapolis","001","030","030","5",""
"Precinct 2400305-021","2400305-021","MD","Anne Arundel","Arnold","001","030","030","5",""
"Precinct 2400305-022","2400305-022","MD","Anne Arundel","Annapolis","001","030","030","5",""
"Precinct 2400305-023","2400305-023","MD","Anne Arundel","Annapolis","001","030","030","5",""
"Precinct 2400305-023","2400305-023","MD","Anne Arundel","Arnold","001","030","030","5",""
"Precinct 2400305-024","2400305-024","MD","Anne Arundel","Millersville","001","033","33A","5",""
"Precinct 2400305-024","2400305-024","MD","Anne Arundel","Severna Park","001","033","33A","5",""
"Precinct 2400305-025","2400305-025","MD","Anne Arundel","Severna Park","001","033","33A","5",""
"Precinct 2400305-026","2400305-026","MD","Anne Arundel","Annapolis","001","030","030","5",""
"Precinct 2400305-026","2400305-026","MD","Anne Arundel","Arnold","001","030","030","5",""
"Precinct 2400305-027","2400305-027","MD","Anne Arundel","Arnold","001","030","030","5",""
"Precinct 2400305-028","2400305-028","MD","Anne Arundel","Annapolis","001","030","030","5",""
"Precinct 2400305-028","2400305-028","MD","Anne Arundel","Arnold","001","030","030","5",""
"Precinct 2400305-029","2400305-029","MD","Anne Arundel","Millersville","001","031","031","5",""
"Precinct 2400305-030","2400305-030","MD","Anne Arundel","Millersville","003","031","031","5",""
"Precinct 2400305-030","2400305-030","MD","Anne Arundel","Pasadena","003","031","031","5",""
"Precinct 2400305-030","2400305-030","MD","Anne Arundel","Severna Park","003","031","031","5",""
"Precinct 2400305-031","2400305-031","MD","Anne Arundel","Severna Park","003","031","031","5",""
"Precinct 2400305-032","2400305-032","MD","Anne Arundel","Severna Park","003","033","33A","5",""
"Precinct 2400305-033","2400305-033","MD","Anne Arundel","Millersville","001","033","33A","5",""
"Precinct 2400305-034","2400305-034","MD","Anne Arundel","Severna Park","001","033","33A","5",""
"Precinct 2400306-001","2400306-001","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-002","2400306-002","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-003","2400306-003","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-004","2400306-004","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-005","2400306-005","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-006","2400306-006","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-007","2400306-007","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-008","2400306-008","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-009","2400306-009","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-010","2400306-010","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-010","2400306-010","MD","Anne Arundel","Edgewater","003","030","030","6",""
"Precinct 2400306-011","2400306-011","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-012","2400306-012","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-013","2400306-013","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-014","2400306-014","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-015","2400306-015","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-016","2400306-016","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-017","2400306-017","MD","Anne Arundel","Annapolis","003","030","030","",""
"Precinct 2400306-017","2400306-017","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-018","2400306-018","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-019","2400306-019","MD","Anne Arundel","Annapolis","003","033","33B","6",""
"Precinct 2400306-020","2400306-020","MD","Anne Arundel","Annapolis","003","033","33B","6",""
"Precinct 2400306-021","2400306-021","MD","Anne Arundel","Annapolis","003","033","33B","6",""
"Precinct 2400306-022","2400306-022","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-023","2400306-023","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-024","2400306-024","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-025","2400306-025","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-026","2400306-026","MD","Anne Arundel","Annapolis","003","033","33B","6",""
"Precinct 2400306-027","2400306-027","MD","Anne Arundel","Annapolis","003","033","33A","6",""
"Precinct 2400306-027","2400306-027","MD","Anne Arundel","Crownsville","003","033","33A","6",""
"Precinct 2400306-028","2400306-028","MD","Anne Arundel","Annapolis","003","033","33A","6",""
"Precinct 2400306-028","2400306-028","MD","Anne Arundel","Crownsville","003","033","33A","6",""
"Precinct 2400306-029","2400306-029","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-030","2400306-030","MD","Anne Arundel","Annapolis","003","030","030","6",""
"Precinct 2400306-031","2400306-031","MD","Anne Arundel","Annapolis","003","033","33B","6",""
"Precinct 2400306-031","2400306-031","MD","Anne Arundel","Crownsville","003","033","33B","6",""
"Precinct 2400307-001","2400307-001","MD","Anne Arundel","Deale","005","033","33B","7",""
"Precinct 2400307-001","2400307-001","MD","Anne Arundel","Friendship","005","033","33B","7",""
"Precinct 2400307-001","2400307-001","MD","Anne Arundel","North Beach","005","033","33B","7",""
"Precinct 2400307-001","2400307-001","MD","Anne Arundel","Owings","005","033","33B","7",""
"Precinct 2400307-001","2400307-001","MD","Anne Arundel","Tracys Landing","005","033","33B","7",""
"Precinct 2400307-002","2400307-002","MD","Anne Arundel","Churchton","005","033","33B","7",""
"Precinct 2400307-002","2400307-002","MD","Anne Arundel","Deale","005","033","33B","7",""
"Precinct 2400307-003","2400307-003","MD","Anne Arundel","Churchton","005","030","030","7",""
"Precinct 2400307-003","2400307-003","MD","Anne Arundel","Shady Side","005","030","030","7",""
"Precinct 2400307-004","2400307-004","MD","Anne Arundel","Churchton","005","030","030","7",""
"Precinct 2400307-004","2400307-004","MD","Anne Arundel","Edgewater","005","030","030","7",""
"Precinct 2400307-004","2400307-004","MD","Anne Arundel","Galesville","005","030","030","7",""
"Precinct 2400307-004","2400307-004","MD","Anne Arundel","Harwood","005","030","030","7",""
"Precinct 2400307-004","2400307-004","MD","Anne Arundel","Lothian","005","030","030","7",""
"Precinct 2400307-004","2400307-004","MD","Anne Arundel","West River","005","030","030","7",""
"Precinct 2400307-005","2400307-005","MD","Anne Arundel","Edgewater","005","030","030","7",""
"Precinct 2400307-006","2400307-006","MD","Anne Arundel","Edgewater","005","030","030","7",""
"Precinct 2400307-006","2400307-006","MD","Anne Arundel","Mayo","005","030","030","7",""
"Precinct 2400307-007","2400307-007","MD","Anne Arundel","Davidsonville","005","033","33B","7",""
"Precinct 2400307-007","2400307-007","MD","Anne Arundel","Harwood","005","033","33B","7",""
"Precinct 2400307-008","2400307-008","MD","Anne Arundel","Harwood","005","033","33B","7",""
"Precinct 2400307-008","2400307-008","MD","Anne Arundel","Lothian","005","033","33B","7",""
"Precinct 2400307-009","2400307-009","MD","Anne Arundel","Lothian","005","033","33B","7",""
